event_id,user_id,track_id,artist_id,timestamp_utc,genre,session_context,play_source,track_duration_sec,completion_rate,saved,skipped,playlist_add,repeated_within_7d,explicit_intent,low_intent_context
2631,16084,2716,741,2025-03-31 07:35:49+00:00,ambient,intentional,library,226,0.7179,0,0,1,0,1,0
2632,8627,2508,946,2025-06-05 00:46:08+00:00,classical,focus,search,272,0.5873,0,0,0,0,1,1
2633,1751,7725,1713,2025-06-11 23:36:38+00:00,jazz,autoplay,autoplay,274,0.6202,0,0,1,0,0,1
2634,2941,2828,1401,2025-04-17 17:30:03+00:00,classical,workout,autoplay,264,0.6527,0,0,0,0,0,0
2635,17807,6408,1742,2025-03-21 21:06:31+00:00,electronic,sleep,library,225,0.5237,1,0,0,1,1,1
2636,4306,2243,920,2025-02-24 13:05:01+00:00,indie,focus,autoplay,121,0.8107,0,1,0,0,0,1
2637,11573,1039,1295,2025-05-14 08:36:25+00:00,indie,focus,autoplay,244,0.9351,0,0,1,0,0,1
2638,18731,2759,1748,2025-04-29 10:16:14+00:00,electronic,intentional,radio,319,0.6772,0,0,1,0,1,0
2639,7513,5234,1500,2025-03-20 14:04:04+00:00,ambient,shared_account,playlist,311,0.8303,1,0,0,0,0,1
2640,1325,3133,659,2025-04-14 13:30:06+00:00,ambient,intentional,recommendation,137,0.6839,1,0,0,0,1,0
2641,16261,7604,1988,2025-05-31 13:36:44+00:00,classical,workout,autoplay,303,0.6317,0,0,0,0,0,0
2642,15750,1345,944,2025-02-25 14:01:47+00:00,ambient,party,autoplay,150,0.6501,0,0,0,0,0,0
2643,13022,2079,264,2025-05-13 20:44:08+00:00,jazz,sleep,autoplay,137,0.8601,0,1,0,0,0,1
2644,18041,4279,334,2025-03-28 18:03:37+00:00,jazz,shared_account,autoplay,125,0.8143,0,1,0,0,0,1
2645,15516,2913,1589,2025-05-08 16:46:01+00:00,indie,intentional,library,227,0.8845,0,0,0,1,1,0
2646,13767,1040,1807,2025-04-21 22:13:22+00:00,electronic,autoplay,recommendation,157,0.7967,0,0,0,0,0,1
2647,6670,3087,865,2025-03-16 19:17:18+00:00,dance,party,library,250,0.9494,0,0,0,0,1,0
2648,1227,754,105,2025-01-04 11:55:07+00:00,alt-pop,shared_account,autoplay,218,0.7719,0,0,0,0,0,1
2649,14519,1280,1593,2025-01-04 09:49:45+00:00,electronic,workout,recommendation,298,0.8977,0,1,0,1,0,0
2650,16918,2599,388,2025-01-12 22:31:58+00:00,classical,shared_account,autoplay,164,0.7639,0,0,0,0,0,1
2651,13902,6614,129,2025-05-31 00:07:41+00:00,jazz,autoplay,radio,175,0.9007,0,1,0,0,0,1
2652,13066,2822,1213,2025-03-27 03:22:51+00:00,indie,focus,search,228,0.8159,0,0,0,0,1,1
2653,14367,5790,285,2025-04-22 04:28:30+00:00,classical,shared_account,playlist,149,0.7445,0,1,0,0,0,1
2654,5541,7600,1447,2025-03-02 20:30:36+00:00,ambient,party,radio,216,0.6517,0,1,0,0,0,0
2655,2339,2870,1359,2025-04-19 11:14:20+00:00,dance,focus,search,245,0.7574,0,0,0,0,1,1
2656,12594,5348,1075,2025-01-07 16:39:31+00:00,hip-hop,autoplay,search,249,0.714,0,0,1,1,1,1
2657,18862,4669,1665,2025-02-10 17:24:31+00:00,classical,focus,recommendation,218,0.41,0,0,0,0,0,1
2658,2731,5137,156,2025-06-23 19:35:38+00:00,ambient,sleep,playlist,141,0.7735,0,0,0,0,0,1
2659,1425,6217,1278,2025-02-24 04:09:48+00:00,indie,intentional,playlist,174,0.8654,0,0,0,0,1,0
2660,14153,4664,581,2025-05-09 17:05:56+00:00,classical,intentional,library,134,0.5855,0,0,0,0,1,0
2661,8453,2115,443,2025-06-04 18:34:34+00:00,indie,shared_account,autoplay,318,0.8096,0,1,0,0,0,1
2662,18060,7159,1037,2025-03-30 08:04:18+00:00,dance,focus,playlist,242,0.8947,0,0,0,0,0,1
2663,9437,4844,1906,2025-06-25 22:57:06+00:00,jazz,focus,autoplay,186,0.7871,0,0,0,0,0,1
2664,10434,4900,1922,2025-04-13 03:50:31+00:00,ambient,intentional,playlist,183,0.8716,0,0,0,0,1,0
2665,1237,6346,1400,2025-02-26 04:11:06+00:00,jazz,focus,search,131,0.8681,0,0,0,0,1,1
2666,19043,2017,854,2025-04-19 10:26:49+00:00,indie,shared_account,playlist,219,0.6333,0,0,0,0,0,1
2667,6619,7944,936,2025-06-23 14:34:30+00:00,hip-hop,autoplay,search,132,0.8495,0,0,0,0,1,1
2668,8762,3649,331,2025-04-11 13:18:37+00:00,indie,intentional,autoplay,267,0.4698,0,0,0,0,1,0
2669,12583,7218,1946,2025-03-21 06:58:32+00:00,classical,sleep,search,162,0.7383,0,0,0,0,1,1
2670,17152,7368,54,2025-03-30 20:25:09+00:00,indie,focus,library,141,0.9129,0,0,1,0,1,1
2671,15902,4388,510,2025-01-14 09:18:43+00:00,indie,sleep,playlist,144,0.8535,0,0,0,0,0,1
2672,15473,1469,955,2025-03-23 04:32:26+00:00,hip-hop,focus,library,125,0.5928,0,0,1,1,1,1
2673,2112,363,1168,2025-04-30 16:15:38+00:00,ambient,focus,radio,202,0.9697,0,0,0,1,0,1
2674,1769,86,947,2025-06-22 07:28:22+00:00,indie,focus,playlist,132,0.7172,0,0,0,0,0,1
2675,16626,6679,142,2025-03-03 23:07:24+00:00,alt-pop,sleep,recommendation,136,0.735,0,1,0,0,0,1
2676,18254,3458,1352,2025-06-05 13:32:39+00:00,alt-pop,focus,search,165,0.9129,0,0,0,0,1,1
2677,12475,7716,707,2025-01-05 08:38:13+00:00,classical,focus,radio,237,0.893,1,0,0,0,0,1
2678,18209,3162,565,2025-01-30 01:52:59+00:00,electronic,shared_account,autoplay,166,0.7689,0,0,0,0,0,1
2679,6352,148,734,2025-02-21 23:33:32+00:00,classical,party,search,205,0.8864,0,0,0,0,1,0
2680,7029,6935,1469,2025-05-18 09:17:41+00:00,jazz,intentional,autoplay,210,0.7378,0,0,0,1,1,0
2681,3402,3424,57,2025-01-31 03:22:11+00:00,classical,shared_account,recommendation,245,0.9887,0,0,0,0,0,1
2682,15869,6232,63,2025-04-05 10:57:39+00:00,indie,shared_account,autoplay,129,0.9788,0,1,0,0,0,1
2683,13389,1444,1346,2025-05-08 06:08:43+00:00,hip-hop,intentional,recommendation,327,0.8716,0,0,0,1,1,0
2684,4493,3182,606,2025-05-05 09:48:41+00:00,jazz,sleep,autoplay,139,0.8208,0,0,0,0,0,1
2685,19985,6278,1231,2025-06-03 04:10:38+00:00,electronic,intentional,playlist,328,0.4024,0,0,0,0,1,0
2686,608,6350,813,2025-04-01 20:02:25+00:00,indie,party,recommendation,179,0.9822,0,0,1,0,0,0
2687,15406,1739,1568,2025-06-17 01:54:42+00:00,ambient,intentional,library,207,0.7721,1,0,0,0,1,0
2688,4159,2277,966,2025-03-25 22:23:36+00:00,ambient,workout,radio,134,0.5271,0,0,1,0,0,0
2689,15680,3735,226,2025-04-14 15:30:23+00:00,alt-pop,intentional,autoplay,197,0.8115,0,1,0,0,1,0
2690,9680,7074,648,2025-03-18 21:21:55+00:00,alt-pop,sleep,recommendation,308,0.9963,0,0,0,0,0,1
2691,4681,4824,941,2025-03-03 10:00:24+00:00,ambient,autoplay,recommendation,263,0.8754,0,0,0,0,0,1
2692,1156,1107,1634,2025-05-04 05:28:20+00:00,jazz,focus,search,250,0.7116,1,0,0,0,1,1
2693,12426,7855,108,2025-04-04 18:29:41+00:00,classical,shared_account,autoplay,197,0.6014,0,0,0,0,0,1
2694,3201,5789,237,2025-05-04 20:45:08+00:00,alt-pop,autoplay,library,314,0.9377,0,0,0,0,1,1
2695,8996,7157,375,2025-02-24 03:13:01+00:00,jazz,shared_account,autoplay,283,0.7567,1,0,0,0,0,1
2696,19009,4498,384,2025-05-04 12:45:41+00:00,jazz,intentional,autoplay,172,0.6766,0,0,0,0,1,0
2697,17754,3626,944,2025-03-20 11:39:44+00:00,dance,shared_account,library,246,0.7816,0,0,0,0,1,1
2698,9877,5395,261,2025-01-30 17:32:06+00:00,dance,intentional,autoplay,203,0.8085,0,0,0,0,1,0
2699,14634,4666,942,2025-06-27 01:35:07+00:00,alt-pop,focus,playlist,161,0.4012,1,1,0,0,0,1
2700,16463,1821,279,2025-01-14 12:58:28+00:00,hip-hop,shared_account,radio,257,0.7795,0,0,0,0,0,1
2701,12131,655,1789,2025-06-08 18:15:59+00:00,jazz,workout,recommendation,207,0.5207,0,0,0,0,0,0
2702,4133,6169,653,2025-05-26 12:42:22+00:00,ambient,sleep,autoplay,140,0.8675,0,1,0,0,0,1
2703,16229,320,1578,2025-03-01 14:38:15+00:00,hip-hop,focus,radio,301,0.5926,0,0,0,0,0,1
2704,1771,6255,1886,2025-04-04 03:12:22+00:00,alt-pop,shared_account,search,247,0.9448,1,0,1,1,1,1
2705,10449,878,316,2025-01-06 21:27:06+00:00,electronic,workout,library,236,0.775,1,0,0,0,1,0
2706,15611,1039,1310,2025-05-04 03:31:13+00:00,dance,focus,search,329,0.3877,0,0,0,0,1,1
2707,11413,5993,797,2025-02-08 01:12:32+00:00,classical,autoplay,playlist,269,0.9078,0,0,0,0,0,1
2708,6977,6349,1697,2025-05-28 23:52:26+00:00,electronic,intentional,playlist,325,0.4719,1,0,0,0,1,0
2709,8327,7076,908,2025-05-12 08:27:40+00:00,dance,intentional,radio,269,0.2887,0,1,0,0,1,0
2710,9197,2712,1629,2025-05-07 00:05:11+00:00,ambient,workout,autoplay,155,0.6267,0,0,0,0,0,0
2711,14881,4956,1816,2025-01-10 16:08:11+00:00,indie,autoplay,library,221,0.6402,0,0,1,0,1,1
2712,19843,4411,493,2025-03-13 20:36:01+00:00,indie,intentional,radio,226,0.2647,0,0,1,1,1,0
2713,15572,3157,331,2025-03-16 01:49:17+00:00,classical,intentional,recommendation,182,0.6744,0,0,0,0,1,0
2714,6331,1796,1439,2025-06-08 14:08:17+00:00,electronic,intentional,library,184,0.5552,0,0,0,0,1,0
2715,2225,3572,1463,2025-03-15 05:33:39+00:00,electronic,shared_account,autoplay,245,0.9631,0,0,0,0,0,1
2716,9463,761,652,2025-02-24 14:25:01+00:00,classical,intentional,search,206,0.8671,0,0,0,0,1,0
2717,17160,7812,637,2025-04-18 15:15:29+00:00,ambient,focus,radio,143,0.803,0,0,0,0,0,1
2718,12697,3993,571,2025-06-26 18:16:33+00:00,ambient,autoplay,autoplay,242,0.7295,0,0,0,0,0,1
2719,6437,4521,507,2025-03-25 12:31:32+00:00,ambient,intentional,search,245,0.837,0,0,0,0,1,0
2720,1782,7217,1916,2025-04-30 10:17:09+00:00,electronic,sleep,playlist,291,0.8023,0,1,0,0,0,1
2721,5045,5402,259,2025-01-22 22:14:42+00:00,alt-pop,sleep,recommendation,141,0.799,0,0,0,0,0,1
2722,14329,5176,1662,2025-03-21 01:51:40+00:00,alt-pop,shared_account,library,216,0.5882,0,0,0,1,1,1
2723,13400,2595,1223,2025-01-08 09:14:11+00:00,classical,focus,autoplay,309,0.9781,0,0,0,0,0,1
2724,9035,1255,1677,2025-02-20 23:39:23+00:00,hip-hop,focus,radio,175,0.9597,0,0,0,0,0,1
2725,6678,715,1170,2025-03-01 12:23:06+00:00,ambient,intentional,library,276,0.4534,0,0,1,0,1,0
2726,3501,3090,1263,2025-05-18 00:50:44+00:00,electronic,party,autoplay,192,0.5977,0,0,0,0,0,0
2727,19450,7123,1305,2025-04-16 18:23:19+00:00,classical,party,radio,158,0.755,0,0,0,0,0,0
2728,8611,5655,972,2025-03-19 18:12:34+00:00,jazz,intentional,search,269,0.294,1,0,0,0,1,0
2729,15345,3509,1903,2025-06-14 13:31:27+00:00,jazz,focus,recommendation,284,0.9399,0,0,0,0,0,1
2730,9214,5975,166,2025-02-12 16:45:30+00:00,ambient,autoplay,playlist,312,0.746,0,0,0,0,0,1
2731,11385,838,177,2025-05-03 04:41:58+00:00,jazz,intentional,autoplay,272,0.7912,1,0,0,0,1,0
2732,12815,3893,1903,2025-01-29 13:17:03+00:00,indie,intentional,library,184,0.8837,0,0,0,0,1,0
2733,7117,1757,737,2025-06-07 12:27:16+00:00,electronic,sleep,library,272,0.7319,0,0,0,0,1,1
2734,18743,2834,577,2025-03-06 00:31:38+00:00,hip-hop,intentional,autoplay,126,0.7584,0,0,0,0,1,0
2735,9147,181,777,2025-02-12 07:27:47+00:00,alt-pop,intentional,autoplay,190,0.9649,0,0,1,1,1,0
2736,15302,5557,440,2025-03-26 20:03:56+00:00,indie,focus,library,164,0.9945,1,0,0,0,1,1
2737,18328,321,1612,2025-02-06 10:03:10+00:00,indie,intentional,autoplay,229,0.8322,1,0,0,0,1,0
2738,7650,2077,1897,2025-05-20 10:56:36+00:00,hip-hop,sleep,playlist,264,0.4186,0,0,0,0,0,1
2739,4681,2561,1441,2025-04-25 00:32:35+00:00,ambient,workout,playlist,243,0.8339,0,1,0,0,0,0
2740,19393,3207,549,2025-05-19 17:02:29+00:00,alt-pop,sleep,autoplay,158,0.8657,0,0,0,0,0,1
2741,15719,5112,265,2025-01-11 09:52:04+00:00,electronic,intentional,radio,199,0.5548,0,0,0,0,1,0
2742,15817,1936,1828,2025-02-24 04:25:04+00:00,dance,shared_account,playlist,138,0.7385,0,1,0,0,0,1
2743,18921,1,900,2025-06-21 02:40:27+00:00,hip-hop,intentional,autoplay,237,0.754,0,0,0,0,1,0
2744,560,778,1533,2025-04-27 01:29:22+00:00,hip-hop,party,radio,276,0.6097,0,0,0,0,0,0
2745,18895,3380,393,2025-05-30 09:22:49+00:00,classical,focus,recommendation,171,0.7417,0,1,0,0,0,1
2746,2332,1359,513,2025-02-12 18:32:13+00:00,hip-hop,party,autoplay,230,0.6006,0,1,0,0,0,0
2747,2907,3970,1633,2025-04-17 07:32:10+00:00,ambient,intentional,playlist,303,0.8654,1,0,0,0,1,0
2748,4361,6615,164,2025-02-03 02:56:43+00:00,dance,intentional,playlist,144,0.8482,0,0,0,0,1,0
2749,2267,7252,1951,2025-04-04 17:44:19+00:00,ambient,focus,recommendation,321,0.7591,0,1,0,0,0,1
2750,1671,2636,917,2025-01-31 10:00:37+00:00,classical,intentional,recommendation,189,0.4252,0,0,0,0,1,0
2751,2504,1774,1909,2025-03-09 22:45:49+00:00,jazz,intentional,library,188,0.2263,0,0,0,0,1,0
2752,9709,7743,578,2025-05-05 22:53:44+00:00,classical,party,library,269,0.6909,0,0,0,0,1,0
2753,7451,2302,236,2025-02-23 01:26:12+00:00,dance,shared_account,playlist,191,0.7862,0,1,0,0,0,1
2754,6815,7642,793,2025-04-15 08:29:21+00:00,ambient,intentional,recommendation,205,0.4997,0,1,0,0,1,0
2755,3437,5617,1251,2025-02-23 18:32:35+00:00,classical,autoplay,recommendation,165,0.9822,0,1,0,0,0,1
2756,19459,4344,150,2025-01-05 14:50:11+00:00,alt-pop,shared_account,autoplay,148,0.9267,0,0,0,0,0,1
2757,6650,5690,1595,2025-03-23 09:58:14+00:00,hip-hop,shared_account,library,301,0.9915,0,0,0,0,1,1
2758,9455,7415,988,2025-05-17 02:47:38+00:00,ambient,workout,recommendation,140,0.6367,0,0,0,0,0,0
2759,2845,3884,1031,2025-03-09 02:02:34+00:00,classical,workout,search,154,0.5746,0,0,0,1,1,0
2760,4244,7609,1998,2025-03-03 23:06:39+00:00,electronic,sleep,playlist,293,0.9358,0,0,1,0,0,1
2761,4687,542,1935,2025-04-04 02:56:40+00:00,ambient,workout,playlist,287,0.6984,0,0,0,0,0,0
2762,19415,2140,1132,2025-03-26 22:57:32+00:00,jazz,autoplay,radio,165,0.9137,0,0,0,0,0,1
2763,3526,4872,1119,2025-03-01 06:01:46+00:00,dance,intentional,radio,294,0.5787,1,1,0,0,1,0
2764,10278,6815,537,2025-05-27 22:28:56+00:00,ambient,intentional,library,272,0.8211,0,0,0,0,1,0
2765,10884,6980,462,2025-06-22 01:56:01+00:00,ambient,intentional,library,186,0.6396,0,0,0,0,1,0
2766,1462,1926,1777,2025-04-15 00:10:24+00:00,alt-pop,autoplay,autoplay,136,0.8004,0,1,0,0,0,1
2767,7020,41,364,2025-02-24 08:02:29+00:00,classical,focus,search,283,0.9632,1,0,0,0,1,1
2768,1618,1650,1307,2025-03-22 13:29:48+00:00,dance,workout,playlist,262,0.9296,0,0,0,0,0,0
2769,3499,7624,134,2025-02-17 22:09:46+00:00,ambient,shared_account,library,215,0.9552,0,0,0,0,1,1
2770,13506,5080,1155,2025-04-15 05:04:47+00:00,indie,autoplay,playlist,177,0.7782,0,1,0,0,0,1
2771,11369,2979,1615,2025-05-07 10:54:20+00:00,classical,intentional,library,193,0.7357,0,1,0,1,1,0
2772,9896,1731,1169,2025-01-01 20:09:45+00:00,indie,shared_account,autoplay,177,0.993,0,0,0,0,0,1
2773,4270,4206,748,2025-01-18 02:05:44+00:00,jazz,autoplay,playlist,307,0.6504,0,0,0,0,0,1
2774,12485,2235,1171,2025-05-10 12:11:34+00:00,jazz,intentional,library,162,0.7943,1,0,0,1,1,0
2775,18094,27,81,2025-05-21 00:22:07+00:00,classical,party,autoplay,215,0.8013,0,1,0,0,0,0
2776,16994,328,1200,2025-06-06 17:58:04+00:00,classical,focus,search,254,0.9198,0,0,0,0,1,1
2777,3464,5339,102,2025-06-23 02:58:10+00:00,indie,workout,autoplay,131,0.8018,0,1,0,0,0,0
2778,13628,7675,772,2025-05-10 14:49:00+00:00,indie,sleep,library,225,0.7141,0,0,0,0,1,1
2779,4879,7261,168,2025-03-14 18:43:32+00:00,hip-hop,intentional,recommendation,253,0.8762,0,0,0,0,1,0
2780,17236,5515,943,2025-03-14 08:28:06+00:00,alt-pop,intentional,search,230,0.6853,0,1,0,0,1,0
2781,9460,1387,1555,2025-02-28 23:51:38+00:00,hip-hop,intentional,radio,258,0.5496,0,0,1,0,1,0
2782,14854,3612,447,2025-03-27 21:31:41+00:00,alt-pop,intentional,radio,222,0.7614,0,1,0,0,1,0
2783,10787,1116,866,2025-05-10 23:04:38+00:00,classical,workout,radio,253,0.8353,0,1,0,0,0,0
2784,13488,6144,482,2025-01-22 01:12:18+00:00,hip-hop,focus,autoplay,325,0.7036,0,0,0,0,0,1
2785,18698,2882,106,2025-02-11 16:29:30+00:00,indie,intentional,search,195,0.8812,0,0,0,0,1,0
2786,2694,870,1143,2025-06-10 20:33:24+00:00,electronic,workout,playlist,194,0.3893,0,1,0,0,0,0
2787,18073,7740,505,2025-02-17 03:22:05+00:00,hip-hop,workout,recommendation,262,0.8185,0,0,0,0,0,0
2788,9657,7222,1219,2025-06-21 15:57:58+00:00,classical,sleep,recommendation,138,0.8755,0,0,0,0,0,1
2789,2842,6961,300,2025-06-26 06:38:58+00:00,classical,autoplay,playlist,181,0.857,0,0,0,0,0,1
2790,8662,1134,178,2025-05-28 01:52:37+00:00,dance,focus,radio,154,0.5778,0,1,0,0,0,1
2791,1118,1758,173,2025-03-29 22:52:54+00:00,ambient,shared_account,autoplay,217,0.8982,0,0,0,0,0,1
2792,10814,4989,459,2025-06-25 06:16:01+00:00,alt-pop,intentional,autoplay,145,0.9188,0,0,0,1,1,0
2793,9447,5736,1027,2025-02-19 21:33:04+00:00,classical,party,recommendation,165,0.8689,0,1,0,0,0,0
2794,7823,6092,1500,2025-05-08 13:40:19+00:00,ambient,autoplay,recommendation,209,0.8831,0,0,0,1,0,1
2795,8885,692,763,2025-02-10 18:01:59+00:00,ambient,shared_account,playlist,248,0.8895,0,1,0,0,0,1
2796,12409,6598,1331,2025-04-14 08:05:48+00:00,electronic,sleep,autoplay,210,0.9508,0,0,0,0,0,1
2797,16535,880,1031,2025-05-13 03:17:03+00:00,classical,sleep,playlist,290,0.9546,0,0,0,0,0,1
2798,7850,4055,146,2025-04-20 11:47:58+00:00,alt-pop,focus,search,287,0.7197,0,0,0,1,1,1
2799,337,2998,970,2025-05-13 01:24:18+00:00,indie,workout,autoplay,140,0.5419,0,1,0,0,0,0
2800,11153,4321,1526,2025-05-12 10:37:12+00:00,alt-pop,party,radio,266,0.7634,0,0,0,0,0,0
2801,18895,6843,1305,2025-01-27 21:39:49+00:00,jazz,autoplay,search,125,0.7356,0,0,0,0,1,1
2802,7898,217,1214,2025-01-19 08:58:19+00:00,jazz,focus,autoplay,156,0.9569,0,0,0,0,0,1
2803,2454,1053,879,2025-04-03 05:23:20+00:00,alt-pop,intentional,library,279,0.7985,0,0,0,1,1,0
2804,18036,4075,1898,2025-02-07 00:09:26+00:00,electronic,sleep,search,242,0.7883,0,0,1,0,1,1
2805,8386,1249,837,2025-06-26 03:35:36+00:00,indie,intentional,radio,187,0.8358,0,1,0,0,1,0
2806,7469,7034,889,2025-01-18 08:46:23+00:00,indie,intentional,autoplay,152,0.6636,0,0,0,0,1,0
2807,5907,6498,1145,2025-05-05 20:16:57+00:00,ambient,intentional,playlist,188,0.8786,0,1,0,0,1,0
2808,14619,4865,160,2025-03-20 06:02:46+00:00,indie,party,search,283,0.7364,0,0,0,1,1,0
2809,2916,160,1394,2025-05-26 11:05:49+00:00,jazz,intentional,radio,238,0.6356,1,1,0,1,1,0
2810,12275,4272,1950,2025-06-13 03:30:31+00:00,ambient,intentional,search,147,0.1453,0,0,0,0,1,0
2811,6975,6319,1154,2025-04-13 00:24:00+00:00,ambient,intentional,recommendation,222,0.55,0,0,0,1,1,0
2812,7711,5398,942,2025-05-05 05:20:28+00:00,indie,shared_account,library,162,0.9799,0,1,0,0,1,1
2813,4314,5482,1715,2025-01-21 08:34:12+00:00,indie,workout,recommendation,145,0.5549,0,0,0,0,0,0
2814,16153,1375,1788,2025-02-22 19:31:56+00:00,electronic,intentional,search,138,0.8055,0,0,0,0,1,0
2815,9071,4443,782,2025-01-18 14:57:40+00:00,alt-pop,intentional,search,279,0.4654,0,1,0,0,1,0
2816,18552,2999,1911,2025-02-07 13:16:47+00:00,alt-pop,sleep,playlist,153,0.599,0,1,0,0,0,1
2817,16560,3906,866,2025-04-30 10:08:09+00:00,jazz,intentional,autoplay,157,0.5269,0,0,1,0,1,0
2818,15210,3939,956,2025-05-30 23:26:59+00:00,ambient,sleep,recommendation,301,0.9865,0,0,0,0,0,1
2819,9005,3316,1710,2025-05-16 15:49:09+00:00,electronic,focus,radio,293,0.8005,0,1,0,0,0,1
2820,18972,5032,1975,2025-05-12 17:15:59+00:00,jazz,autoplay,playlist,225,0.8659,0,1,0,0,0,1
2821,11699,5309,189,2025-06-01 05:02:04+00:00,hip-hop,intentional,search,280,0.5844,1,0,0,0,1,0
2822,8727,1446,1962,2025-06-19 13:47:31+00:00,alt-pop,workout,radio,124,0.4913,0,1,0,1,0,0
2823,6949,847,1864,2025-05-17 22:17:20+00:00,ambient,intentional,playlist,155,0.5993,0,1,0,0,1,0
2824,18275,1451,1787,2025-06-14 13:44:34+00:00,indie,autoplay,recommendation,194,0.8991,0,0,0,0,0,1
2825,5085,2350,1187,2025-06-29 13:54:07+00:00,electronic,autoplay,playlist,279,0.5372,0,1,0,0,0,1
2826,17525,4666,1961,2025-06-15 01:48:58+00:00,dance,party,autoplay,139,0.9488,0,1,0,0,0,0
2827,4573,3385,853,2025-02-27 10:34:47+00:00,alt-pop,focus,recommendation,258,0.9218,0,0,0,0,0,1
2828,15248,7053,1146,2025-01-08 15:57:39+00:00,alt-pop,intentional,search,134,0.8606,0,1,0,0,1,0
2829,5644,5932,1381,2025-05-07 01:29:31+00:00,hip-hop,shared_account,playlist,326,0.8608,0,0,0,0,0,1
2830,16705,6926,1346,2025-05-14 05:33:02+00:00,dance,party,recommendation,163,0.8362,0,0,0,0,0,0
2831,16713,795,105,2025-01-08 03:04:18+00:00,alt-pop,intentional,playlist,269,0.8807,0,0,0,0,1,0
2832,14603,4633,860,2025-05-23 04:51:57+00:00,jazz,focus,radio,250,0.7677,0,0,0,0,0,1
2833,19842,7656,1149,2025-02-02 05:44:51+00:00,dance,focus,recommendation,201,0.8553,0,1,0,0,0,1
2834,10247,5962,1010,2025-03-15 03:15:21+00:00,indie,shared_account,library,280,0.6429,0,0,0,0,1,1
2835,16775,7873,1703,2025-01-22 08:26:45+00:00,indie,workout,recommendation,250,0.8008,0,0,0,0,0,0
2836,11049,3953,126,2025-03-22 15:03:28+00:00,dance,workout,playlist,214,0.3815,0,0,0,0,0,0
2837,775,3363,1112,2025-02-23 04:16:16+00:00,classical,workout,radio,258,0.6184,0,1,0,0,0,0
2838,8354,3603,1015,2025-04-09 21:35:07+00:00,hip-hop,intentional,playlist,180,0.6252,0,1,1,0,1,0
2839,650,4878,791,2025-03-24 03:42:30+00:00,electronic,focus,radio,276,0.8475,0,1,0,0,0,1
2840,13286,7526,407,2025-05-15 16:53:19+00:00,dance,intentional,search,267,0.7385,0,0,0,0,1,0
2841,3049,4161,635,2025-02-26 05:41:57+00:00,electronic,party,search,218,0.4312,0,0,0,1,1,0
2842,6496,1009,944,2025-01-05 23:26:32+00:00,indie,focus,playlist,258,0.9582,0,0,0,0,0,1
2843,17429,3860,235,2025-04-30 22:36:24+00:00,jazz,focus,playlist,293,0.7256,0,1,0,0,0,1
2844,14794,1838,1957,2025-03-01 16:43:22+00:00,hip-hop,intentional,radio,254,0.7388,0,0,0,0,1,0
2845,6721,1466,1022,2025-01-09 02:08:24+00:00,jazz,intentional,search,180,0.6939,0,0,1,0,1,0
2846,10103,6096,108,2025-01-02 23:52:32+00:00,dance,sleep,library,178,0.5995,0,0,0,0,1,1
2847,11621,1802,1651,2025-06-10 15:57:12+00:00,classical,intentional,library,322,0.5141,0,0,0,0,1,0
2848,7064,2451,777,2025-02-26 16:08:09+00:00,ambient,intentional,playlist,289,0.7492,0,0,0,1,1,0
2849,14997,3545,72,2025-06-07 05:49:27+00:00,jazz,party,library,185,0.8509,1,0,0,0,1,0
2850,2945,775,876,2025-06-07 08:32:49+00:00,hip-hop,focus,library,270,0.736,0,0,0,0,1,1
2851,8530,4047,708,2025-06-23 02:02:28+00:00,ambient,focus,radio,127,0.7679,1,1,0,0,0,1
2852,5111,1398,1048,2025-04-24 09:32:31+00:00,alt-pop,focus,autoplay,265,0.6455,0,0,0,0,0,1
2853,13582,5968,1592,2025-06-17 02:34:56+00:00,dance,shared_account,autoplay,162,0.8906,0,1,0,0,0,1
2854,12805,5553,1087,2025-06-09 12:15:41+00:00,alt-pop,intentional,library,185,0.9699,0,0,0,1,1,0
2855,16141,1583,554,2025-06-25 16:15:30+00:00,indie,party,recommendation,314,0.807,0,1,0,0,0,0
2856,7397,5528,1075,2025-02-24 22:58:40+00:00,dance,autoplay,radio,149,0.9448,0,0,0,0,0,1
2857,4616,7074,386,2025-03-28 03:15:51+00:00,jazz,workout,radio,285,0.5739,0,1,0,0,0,0
2858,664,915,1714,2025-05-02 09:39:55+00:00,jazz,focus,library,204,0.8971,0,0,1,0,1,1
2859,17213,1863,1718,2025-06-13 16:09:11+00:00,classical,party,library,212,0.5655,0,0,0,0,1,0
2860,6595,1952,1254,2025-04-02 23:54:50+00:00,indie,focus,playlist,216,0.7213,0,1,0,0,0,1
2861,15092,537,198,2025-02-18 22:20:17+00:00,electronic,focus,library,310,0.6019,0,0,0,0,1,1
2862,7328,7525,1603,2025-04-23 23:47:39+00:00,dance,sleep,autoplay,225,0.9863,0,1,0,0,0,1
2863,6641,2189,345,2025-03-30 16:53:10+00:00,hip-hop,intentional,playlist,171,0.5059,0,0,0,0,1,0
2864,4687,7268,1642,2025-04-10 01:56:27+00:00,indie,intentional,library,121,0.6323,0,1,0,0,1,0
2865,15628,7384,1904,2025-01-26 14:33:19+00:00,dance,focus,library,169,0.8288,0,1,0,1,1,1
2866,5727,7605,245,2025-02-20 23:38:47+00:00,electronic,intentional,search,153,0.3227,1,1,0,1,1,0
2867,5927,3468,213,2025-05-10 12:26:40+00:00,alt-pop,focus,playlist,147,0.9118,0,1,0,0,0,1
